STATISTIC,Statistic Label,Type of Development,C02074V02506,Functional Category,CountyName,Region,TLIST(Q1),Quarter,UNIT,VALUE
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20163,2016Q3,000 Sq Metres,23
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20164,2016Q4,000 Sq Metres,21
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20171,2017Q1,000 Sq Metres,23
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20172,2017Q2,000 Sq Metres,49
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20173,2017Q3,000 Sq Metres,13
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20174,2017Q4,000 Sq Metres,20
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20091,2009Q1,000 Sq Metres,60
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20092,2009Q2,000 Sq Metres,54
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20093,2009Q3,000 Sq Metres,45
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20094,2009Q4,000 Sq Metres,33
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20101,2010Q1,000 Sq Metres,10
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20102,2010Q2,000 Sq Metres,12
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20103,2010Q3,000 Sq Metres,32
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20104,2010Q4,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20111,2011Q1,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20112,2011Q2,000 Sq Metres,25
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20113,2011Q3,000 Sq Metres,12
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20114,2011Q4,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20121,2012Q1,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20122,2012Q2,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20123,2012Q3,000 Sq Metres,30
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20124,2012Q4,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20131,2013Q1,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20132,2013Q2,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20133,2013Q3,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20134,2013Q4,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20141,2014Q1,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20142,2014Q2,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20143,2014Q3,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20144,2014Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20151,2015Q1,000 Sq Metres,10
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20152,2015Q2,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20153,2015Q3,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20154,2015Q4,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20161,2016Q1,000 Sq Metres,15
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20162,2016Q2,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20163,2016Q3,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20164,2016Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20171,2017Q1,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20172,2017Q2,000 Sq Metres,31
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20173,2017Q3,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Sligo,Border,20174,2017Q4,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20091,2009Q1,000 Sq Metres,99
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20092,2009Q2,000 Sq Metres,11
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20093,2009Q3,000 Sq Metres,25
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20094,2009Q4,000 Sq Metres,28
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20101,2010Q1,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20102,2010Q2,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20103,2010Q3,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20104,2010Q4,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20111,2011Q1,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20112,2011Q2,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20113,2011Q3,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20114,2011Q4,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20121,2012Q1,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20122,2012Q2,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20123,2012Q3,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20124,2012Q4,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20131,2013Q1,000 Sq Metres,0
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20132,2013Q2,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20133,2013Q3,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20134,2013Q4,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20141,2014Q1,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20142,2014Q2,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Kilkenny,Midland,20143,2014Q3,000 Sq Metres,1
